iso,umd_tree_cover_loss__year,,umd_tree_cover_loss__ha,umd_tree_cover_loss_from_fires__ha
PSE,2003,PSE2003,1.438763533,0.131432507
REU,2003,REU2003,142.6275971,0
ROU,2003,ROU2003,9427.546338,213.1785746
RUS,2003,RUS2003,3030069.23,2405139.062
RWA,2003,RWA2003,1060.927568,1.07620927
SDN,2003,SDN2003,18.66824164,0.07558605
SEN,2003,SEN2003,37.78890445,0.07514659
SGP,2003,SGP2003,18.84275868,0
SLB,2003,SLB2003,2374.678606,48.97588194
SLE,2003,SLE2003,9098.946831,11.03765246
SLV,2003,SLV2003,5983.62576,68.06233956
SMR,2003,SMR2003,0.055779092,0
SOM,2003,SOM2003,105.3720153,1.145692856
SRB,2003,SRB2003,864.8865008,30.93037473
SSD,2003,SSD2003,2063.178286,28.51369782
SUR,2003,SUR2003,4545.750693,705.7966983
SVK,2003,SVK2003,3750.103926,23.96043253
SVN,2003,SVN2003,527.5513552,68.04303177
SWE,2003,SWE2003,92619.37735,1161.085797
SWZ,2003,SWZ2003,5760.285282,80.68513222
SXM,2003,SXM2003,2.12410459,0
SYR,2003,SYR2003,114.8063417,6.985699509
TCA,2003,TCA2003,10.37610118,0.143159009
TCD,2003,TCD2003,193.5413761,0.829662601
TGO,2003,TGO2003,2048.256455,12.73562511
THA,2003,THA2003,58435.71847,389.1635983
TJK,2003,TJK2003,31.86869306,5.893480325
TKM,2003,TKM2003,84.86276665,47.61759027
TLS,2003,TLS2003,690.815566,37.62935839
TTO,2003,TTO2003,726.4368091,55.22757113
TUN,2003,TUN2003,1539.643407,288.9165951
TUR,2003,TUR2003,17743.8801,1252.531982
TWN,2003,TWN2003,1125.206168,26.35040256
TZA,2003,TZA2003,84066.91857,451.5013333
UGA,2003,UGA2003,11980.24955,9.534340021
UKR,2003,UKR2003,38954.57745,3466.1596
URY,2003,URY2003,10612.64045,237.9370763
USA,2003,USA2003,1649364.21,370782.7972
UZB,2003,UZB2003,52.79889595,3.163897775
VCT,2003,VCT2003,9.668587918,0
VEN,2003,VEN2003,87218.15207,13302.23187
VGB,2003,VGB2003,1.82742184,0.073058551
VIR,2003,VIR2003,39.95442694,0.879195708
VNM,2003,VNM2003,43005.45382,828.4743665
VUT,2003,VUT2003,529.2629618,9.636043038
XKO,2003,XKO2003,261.3241772,13.06094684
Z01,2003,Z012003,162.0771487,32.59988482
Z06,2003,Z062003,50.25695362,14.58085092
Z07,2003,Z072003,3757.468342,69.56656688
ZAF,2003,ZAF2003,92572.82073,3006.890035
ZMB,2003,ZMB2003,42088.07908,51.12458506
ZNC,2003,ZNC2003,4.916948111,2.01623703
ZWE,2003,ZWE2003,7313.456515,95.42668073
AFG,2004,AFG2004,201.3224044,157.046238
AGO,2004,AGO2004,71271.36851,260.062132
AIA,2004,AIA2004,8.853995905,0
ALA,2004,ALA2004,735.849796,12.27024465
ALB,2004,ALB2004,3235.536668,445.2911226
AND,2004,AND2004,22.58937449,3.365494485
ARG,2004,ARG2004,433424.5697,29299.81804
ARM,2004,ARM2004,83.20474395,9.878864724
ATG,2004,ATG2004,25.46325975,0.514551907
AUS,2004,AUS2004,124768.6851,30740.82046
AUT,2004,AUT2004,14611.62023,103.478257
AZE,2004,AZE2004,584.955793,75.395566
BDI,2004,BDI2004,613.8788333,0.076800311
BEL,2004,BEL2004,4793.291359,85.40107905
BEN,2004,BEN2004,683.5315497,1.985516383
BES,2004,BES2004,0.297395552,0.150459933
BFA,2004,BFA2004,8.605090964,0.226465867
BGD,2004,BGD2004,4282.467816,73.52525985
BGR,2004,BGR2004,8170.409849,321.1340381
BHS,2004,BHS2004,588.0993715,125.8374722
BIH,2004,BIH2004,4121.820011,696.710868
BLM,2004,BLM2004,0.146597992,0
BLR,2004,BLR2004,38596.87675,694.8815358
BLZ,2004,BLZ2004,4339.213602,353.2499918
BMU,2004,BMU2004,0.652759236,0
BOL,2004,BOL2004,203307.1849,23205.3418
BRA,2004,BRA2004,3848491.81,199271.5339
BRB,2004,BRB2004,8.319537711,0.14994983
BRN,2004,BRN2004,1197.059522,104.2086378
BTN,2004,BTN2004,1013.246502,109.9763719
BWA,2004,BWA2004,50.65776501,1.085253846
CAF,2004,CAF2004,14588.82071,152.966867
CAN,2004,CAN2004,2706458.957,1477406.985
CHE,2004,CHE2004,3826.131476,209.5255779
CHL,2004,CHL2004,85726.95994,4547.751179
CHN,2004,CHN2004,501582.0761,104672.8995
CIV,2004,CIV2004,48053.39455,209.0867461
CMR,2004,CMR2004,23003.22135,94.54872194
COD,2004,COD2004,400044.6696,5324.31983
COG,2004,COG2004,13832.85006,412.4934514
COL,2004,COL2004,253864.8835,13331.46155
COM,2004,COM2004,40.38383805,0.677701472
CPV,2004,CPV2004,1.190263181,0
CRI,2004,CRI2004,9766.348091,343.480372
CUB,2004,CUB2004,21973.72747,2471.72912
CUW,2004,CUW2004,0.601840548,0.075270503
CYM,2004,CYM2004,47.10307624,7.849380966
CYP,2004,CYP2004,87.55564101,9.126455466
CZE,2004,CZE2004,13459.83922,50.39527407
DEU,2004,DEU2004,44939.47886,390.8111165
DMA,2004,DMA2004,79.35513134,1.632943234
DNK,2004,DNK2004,2413.856172,64.76517264
DOM,2004,DOM2004,19387.79504,1335.516065
DZA,2004,DZA2004,4373.724272,1801.44302
ECU,2004,ECU2004,37283.94025,2409.481121
EGY,2004,EGY2004,101.4492395,9.388631897
ESP,2004,ESP2004,67273.04966,19789.63002
EST,2004,EST2004,18106.1422,103.7643271
ETH,2004,ETH2004,13396.26216,14.76538519
FIN,2004,FIN2004,146602.4188,1963.182146
FJI,2004,FJI2004,2079.960436,45.07055191
FRA,2004,FRA2004,76134.34456,5940.708768
GAB,2004,GAB2004,9981.655614,105.6156764
GBR,2004,GBR2004,24840.37332,2371.235505
GEO,2004,GEO2004,1967.005609,59.0859077
GGY,2004,GGY2004,0.201523698,0
GHA,2004,GHA2004,17628.11193,39.79607189
GIN,2004,GIN2004,17158.3261,10.54388961
GLP,2004,GLP2004,191.1700125,1.996579764
GMB,2004,GMB2004,63.0847225,0
GNB,2004,GNB2004,3539.177631,0.452333842
GNQ,2004,GNQ2004,421.4307721,0.384439302
GRC,2004,GRC2004,6814.343414,984.912449
GRD,2004,GRD2004,631.0175742,13.77334022
GTM,2004,GTM2004,56439.82244,3983.994616
GUF,2004,GUF2004,4805.025467,326.6150837
GUY,2004,GUY2004,4062.36701,480.2594945
HND,2004,HND2004,26456.33081,1544.201249
HRV,2004,HRV2004,6727.07208,757.4714554
HTI,2004,HTI2004,2382.72801,165.8945967
HUN,2004,HUN2004,12002.26587,422.4330793
IDN,2004,IDN2004,1289034.683,91901.57813
IMN,2004,IMN2004,17.15783364,1.180541889
IND,2004,IND2004,66411.42946,1723.28112
IRL,2004,IRL2004,6870.354383,296.5893386
IRN,2004,IRN2004,276.0028258,58.67185625
IRQ,2004,IRQ2004,4.421485863,0.188459815
ISR,2004,ISR2004,67.69178197,9.704738466
ITA,2004,ITA2004,17222.3118,1184.776035
JAM,2004,JAM2004,3901.152525,115.4403226
JEY,2004,JEY2004,2.328973509,0.101372046
JOR,2004,JOR2004,2.285148839,1.501490039
JPN,2004,JPN2004,37312.09303,656.3227399
KAZ,2004,KAZ2004,5513.10185,1807.054107
KEN,2004,KEN2004,16988.09753,61.29017309
KGZ,2004,KGZ2004,192.268986,89.69988913
KHM,2004,KHM2004,79294.66674,2178.546162
KNA,2004,KNA2004,25.0763394,0.073589413
KOR,2004,KOR2004,11407.60421,1225.51936
LAO,2004,LAO2004,64239.68413,129.055293
LBN,2004,LBN2004,109.2798766,22.99889181
LBR,2004,LBR2004,6233.559719,16.52674782
LBY,2004,LBY2004,10.26316376,5.456659763
LCA,2004,LCA2004,40.20301619,2.241332535
LIE,2004,LIE2004,9.378241669,0.368723701
LKA,2004,LKA2004,5599.447684,114.0652497
LSO,2004,LSO2004,4.377548763,0.133821683
LTU,2004,LTU2004,13100.96703,59.40313002
LUX,2004,LUX2004,311.4913424,2.643195535
LVA,2004,LVA2004,30638.98911,130.5432312
MAF,2004,MAF2004,1.611069718,0.073236988
MAR,2004,MAR2004,1440.577721,576.8180518
MDA,2004,MDA2004,263.9840871,21.11130293
MDG,2004,MDG2004,81845.32606,1813.771213
MDV,2004,MDV2004,2.372010473,0
MEX,2004,MEX2004,169830.4945,15887.626
MKD,2004,MKD2004,2200.741585,64.38776312
MLI,2004,MLI2004,153.3126343,0.224536471
MLT,2004,MLT2004,2.504050279,0.062563377
MMR,2004,MMR2004,102186.1214,1309.158282
MNE,2004,MNE2004,915.3286137,96.72937841
MNG,2004,MNG2004,53302.87376,48109.54435
MOZ,2004,MOZ2004,107730.257,569.0814831
MRT,2004,MRT2004,0.073707407,0
MSR,2004,MSR2004,7.670082819,0.073755814
MTQ,2004,MTQ2004,166.9943681,1.937062555
MUS,2004,MUS2004,328.8277761,0
MWI,2004,MWI2004,5724.293694,10.11657759
MYS,2004,MYS2004,352003.9542,5871.118762
MYT,2004,MYT2004,5.104813809,0
NAM,2004,NAM2004,62.05068827,0.219966772
NCL,2004,NCL2004,1510.202993,575.7357229
NER,2004,NER2004,0.075177348,0
NGA,2004,NGA2004,14644.02434,52.0406016
NIC,2004,NIC2004,21061.80627,459.0337135
NLD,2004,NLD2004,1297.264449,112.9179417
NOR,2004,NOR2004,33741.92213,1142.592779
NPL,2004,NPL2004,2479.589152,283.6781112
NZL,2004,NZL2004,60681.05675,1447.972096
OMN,2004,OMN2004,0,0
PAK,2004,PAK2004,1087.500358,617.6504977
PAN,2004,PAN2004,16851.6067,390.8033981
PER,2004,PER2004,101309.453,5442.464239
PHL,2004,PHL2004,48579.05944,674.9714315
PLW,2004,PLW2004,29.82970905,1.525861261
PNG,2004,PNG2004,58329.89043,2426.13871
POL,2004,POL2004,41873.8384,236.8998446
PRI,2004,PRI2004,1323.684332,10.90546456
PRK,2004,PRK2004,11356.5378,3747.991669
PRT,2004,PRT2004,55315.25911,16059.09272
PRY,2004,PRY2004,247336.618,17031.6155
PSE,2004,PSE2004,1.180418107,0.065822013
ROU,2004,ROU2004,18858.89945,805.4317939
RUS,2004,RUS2004,3521018.207,2410024.631
RWA,2004,RWA2004,1121.687132,0
SDN,2004,SDN2004,13.20682805,0
SEN,2004,SEN2004,128.0469593,0.446330732
SGP,2004,SGP2004,34.99393024,0.07691029
SLB,2004,SLB2004,3543.104239,43.77780681
SLE,2004,SLE2004,4019.839491,9.907012834
SLV,2004,SLV2004,4554.636909,117.2374272
SMR,2004,SMR2004,0.613287081,0
SOM,2004,SOM2004,215.0111914,12.95596237
SRB,2004,SRB2004,2637.748746,82.50326174
SSD,2004,SSD2004,10442.58297,78.12792073
SUR,2004,SUR2004,5423.311786,548.1330169
SVK,2004,SVK2004,4624.503633,63.18926404
SVN,2004,SVN2004,1266.679269,34.17171491
SWE,2004,SWE2004,271564.102,2787.150638
SWZ,2004,SWZ2004,5364.059029,71.33737808
SXM,2004,SXM2004,1.098571789,0
SYR,2004,SYR2004,107.0223453,15.2362191
TCA,2004,TCA2004,10.44454822,0.500725209
TCD,2004,TCD2004,456.7286127,0.375005543
TGO,2004,TGO2004,2753.415483,1.98063295
THA,2004,THA2004,91799.73014,764.5289494
TJK,2004,TJK2004,20.12720536,4.207255838
TKM,2004,TKM2004,28.8497196,4.571529433
TLS,2004,TLS2004,2061.834701,124.8680216
TTO,2004,TTO2004,734.0504236,11.12402962
TUN,2004,TUN2004,318.8140276,17.52860738
TUR,2004,TUR2004,28977.87404,2215.871711
TWN,2004,TWN2004,1858.343827,80.32237725
TZA,2004,TZA2004,66892.20697,193.566985
UGA,2004,UGA2004,18076.83668,5.686876713
UKR,2004,UKR2004,49492.99987,1494.818334
URY,2004,URY2004,15125.01482,518.2534162
USA,2004,USA2004,2746244.207,831457.1778
UZB,2004,UZB2004,48.65639147,5.436251902
VCT,2004,VCT2004,21.28327655,0
VEN,2004,VEN2004,90926.437,5412.915788
VGB,2004,VGB2004,2.630956387,0.073094465
VIR,2004,VIR2004,33.27492403,0.806768695
VNM,2004,VNM2004,73881.78408,1162.455067
VUT,2004,VUT2004,377.5604624,10.72258539
XAD,2004,XAD2004,3.17870647,0
XKO,2004,XKO2004,572.5513603,17.84199574
Z01,2004,Z012004,889.574552,239.5312864
Z06,2004,Z062004,80.55585904,28.73078535
Z07,2004,Z072004,6828.824215,123.7284147
ZAF,2004,ZAF2004,72601.94385,2374.454952
ZMB,2004,ZMB2004,28472.39479,124.9015845
ZNC,2004,ZNC2004,30.90484761,1.510796356
ZWE,2004,ZWE2004,8417.507352,96.46729851
AFG,2005,AFG2005,236.021558,193.8114425
AGO,2005,AGO2005,93437.36739,401.3401254
AIA,2005,AIA2005,3.658662923,0
ALA,2005,ALA2005,698.8929097,4.051229959
ALB,2005,ALB2005,693.3904495,96.39921618
AND,2005,AND2005,2.224836213,0.171214735
ARG,2005,ARG2005,367246.4166,16631.79958
ARM,2005,ARM2005,104.0145776,21.75903118
ATG,2005,ATG2005,61.16559982,4.783356495
AUS,2005,AUS2005,177024.1843,83970.9174
AUT,2005,AUT2005,21667.75859,87.75429703
AZE,2005,AZE2005,246.2652588,36.33788303
BDI,2005,BDI2005,985.3796719,0.307199248
BEL,2005,BEL2005,3027.934669,40.26991759
BEN,2005,BEN2005,1582.257856,2.290029677
BES,2005,BES2005,1.106611155,0.295446446
BFA,2005,BFA2005,16.3788675,0
BGD,2005,BGD2005,3292.961544,34.6227313
BGR,2005,BGR2005,6566.710561,203.9449236
BHS,2005,BHS2005,1450.090574,667.2607722
BIH,2005,BIH2005,573.6156294,33.08901267
BLM,2005,BLM2005,0.073298845,0
BLR,2005,BLR2005,36192.58189,583.7806726
BLZ,2005,BLZ2005,8115.329733,1050.386466
BMU,2005,BMU2005,0.326339101,0
BOL,2005,BOL2005,250866.2374,32504.76248
BRA,2005,BRA2005,3486212.816,209092.8074
BRB,2005,BRB2005,9.518267798,0
BRN,2005,BRN2005,1278.318599,112.7338861
BTN,2005,BTN2005,770.0022306,99.732123
BWA,2005,BWA2005,49.09584397,1.372322923
CAF,2005,CAF2005,29316.73079,114.5189265
CAN,2005,CAN2005,2920790.13,1731211.939
CHE,2005,CHE2005,2320.171839,18.70787986
CHL,2005,CHL2005,106916.1272,6540.156565
CHN,2005,CHN2005,383608.1682,41387.43884
CIV,2005,CIV2005,65334.59637,122.680906
CMR,2005,CMR2005,25159.08246,39.90753467
COD,2005,COD2005,485235.8038,2610.736578
COG,2005,COG2005,18853.3008,562.1679093
COL,2005,COL2005,188691.4183,9148.048434
COM,2005,COM2005,86.55857499,1.960170432
CPV,2005,CPV2005,10.95860819,0.445885903
CRI,2005,CRI2005,16534.85333,492.8879219
CUB,2005,CUB2005,12833.60324,2570.028348
CUW,2005,CUW2005,0.677289202,0
CYM,2005,CYM2005,9.160497889,1.163179807
CYP,2005,CYP2005,34.65057256,8.234591006
CZE,2005,CZE2005,25557.84769,31.66791034
DEU,2005,DEU2005,39739.01799,162.4495145
DMA,2005,DMA2005,52.32315261,0.81686075
DNK,2005,DNK2005,9048.804003,61.0249644
DOM,2005,DOM2005,25088.10506,8706.33162
DZA,2005,DZA2005,4468.762929,2400.393194
ECU,2005,ECU2005,40401.95856,2565.328447
EGY,2005,EGY2005,52.58505339,13.14508372
ERI,2005,ERI2005,0,0
ESP,2005,ESP2005,48955.11196,18494.78926
EST,2005,EST2005,14818.13153,145.0333309
ETH,2005,ETH2005,15868.63341,29.90906877
FIN,2005,FIN2005,230333.4761,2287.817488
FJI,2005,FJI2005,1665.637319,72.33240163
FRA,2005,FRA2005,46390.59105,1977.7202
GAB,2005,GAB2005,17699.01808,173.1006145
GBR,2005,GBR2005,8872.969075,476.0655041
GEO,2005,GEO2005,548.9994964,78.41949095
GHA,2005,GHA2005,41339.40559,60.02668893
GIN,2005,GIN2005,14580.93563,38.03497461
GLP,2005,GLP2005,223.0801862,2.589457462
GMB,2005,GMB2005,5.544739316,0.374498999
GNB,2005,GNB2005,3928.186248,1.658030404
GNQ,2005,GNQ2005,1608.474714,6.300444865
GRC,2005,GRC2005,4181.872109,979.2472265
GRD,2005,GRD2005,47.48766736,1.203758063
GTM,2005,GTM2005,100813.7899,13665.44733
GUF,2005,GUF2005,2840.653312,177.9969444
GUY,2005,GUY2005,5832.077499,519.8397318
HND,2005,HND2005,40471.51511,2288.675913
HRV,2005,HRV2005,2747.170451,99.48321714
HTI,2005,HTI2005,2033.386947,138.1439133
HUN,2005,HUN2005,10403.46495,243.3920207
IDN,2005,IDN2005,1182435.722,122109.8725
IMN,2005,IMN2005,21.38698135,3.263761997
IND,2005,IND2005,56418.57623,1661.22575
IRL,2005,IRL2005,8093.028845,140.0445186
IRN,2005,IRN2005,173.0219534,27.45525145
IRQ,2005,IRQ2005,4.556405289,0.062245498
ISR,2005,ISR2005,137.2860979,25.65912253
ITA,2005,ITA2005,10892.54477,1099.832969
JAM,2005,JAM2005,7597.856756,937.561825
JOR,2005,JOR2005,0.0654041,0
JPN,2005,JPN2005,36385.43363,747.8298614
KAZ,2005,KAZ2005,3166.542801,748.1549882
KEN,2005,KEN2005,12745.35593,127.3680937
KGZ,2005,KGZ2005,82.05093488,33.78450267
KHM,2005,KHM2005,64684.40475,1186.947385
KNA,2005,KNA2005,18.90325368,0.80922406
KOR,2005,KOR2005,8923.938948,1250.447313
LAO,2005,LAO2005,68319.58232,354.1898768
LBN,2005,LBN2005,300.1351942,44.21379747
LBR,2005,LBR2005,11323.80671,76.31297841
LBY,2005,LBY2005,21.82575351,10.58759133
LCA,2005,LCA2005,53.96006045,0.971483541
LIE,2005,LIE2005,5.532249858,0.052778115
LKA,2005,LKA2005,4682.458975,72.51521658
LSO,2005,LSO2005,2.013437065,0
LTU,2005,LTU2005,20384.58895,55.80077216
LUX,2005,LUX2005,67.94917344,0.050220833
LVA,2005,LVA2005,40712.38563,188.3845978
MAF,2005,MAF2005,4.906544016,0
MAR,2005,MAR2005,1526.380009,649.9588131
MDA,2005,MDA2005,109.7234944,10.84486927
MDG,2005,MDG2005,93628.14996,3863.081728
MDV,2005,MDV2005,3.597419443,0
MEX,2005,MEX2005,206862.1393,23399.17366
MKD,2005,MKD2005,1306.966576,53.36232051
MLI,2005,MLI2005,83.21800502,0.225288534
MLT,2005,MLT2005,0.375244902,0.125204819
MMR,2005,MMR2005,91847.19785,1281.531613
MNE,2005,MNE2005,172.4002888,5.231967925
MNG,2005,MNG2005,7466.476509,5402.052069
MOZ,2005,MOZ2005,150570.8748,1274.955696
MRT,2005,MRT2005,0.073900905,0
MSR,2005,MSR2005,24.34238823,0.663751558
MTQ,2005,MTQ2005,204.773849,2.235399354
MUS,2005,MUS2005,174.2112224,0
MWI,2005,MWI2005,9457.649416,17.0950878
MYS,2005,MYS2005,375758.3919,7354.629922
MYT,2005,MYT2005,34.30775129,0.525652241
NAM,2005,NAM2005,64.54467085,0.366300304
NCL,2005,NCL2005,1471.686913,650.3348188
NGA,2005,NGA2005,13279.8991,26.20185605
NIC,2005,NIC2005,95135.77066,1395.999361
NLD,2005,NLD2005,1472.038062,59.61394348
NOR,2005,NOR2005,24918.83752,615.2989989
NPL,2005,NPL2005,2758.319494,462.5770217
NZL,2005,NZL2005,52519.42349,1773.190441
PAK,2005,PAK2005,910.7826261,608.5423419
PAN,2005,PAN2005,12395.562,253.0301194
PER,2005,PER2005,162995.5526,13757.49542
PHL,2005,PHL2005,49781.1334,654.7844233
PLW,2005,PLW2005,43.40984524,2.746829119
PNG,2005,PNG2005,39021.13955,2844.882634
POL,2005,POL2005,82377.938,309.8452858
PRI,2005,PRI2005,1288.007315,19.98378775
PRK,2005,PRK2005,16524.98401,6549.598849
PRT,2005,PRT2005,38934.48376,14694.64725
PRY,2005,PRY2005,262612.2435,14433.17354
PSE,2005,PSE2005,0.456773346,0
REU,2005,REU2005,225.3239566,0
ROU,2005,ROU2005,19418.42665,406.6243723
RUS,2005,RUS2005,1589993.935,625951.4225
RWA,2005,RWA2005,821.9229412,0.307553034
SDN,2005,SDN2005,100.1878736,0.755621989
SEN,2005,SEN2005,71.58203072,3.451125228
SGP,2005,SGP2005,82.29476475,0.23073146
SLB,2005,SLB2005,6549.425911,101.992755
SLE,2005,SLE2005,6872.404838,17.8144939
SLV,2005,SLV2005,5880.247154,135.6193352
SMR,2005,SMR2005,0.167247596,0
SOM,2005,SOM2005,271.9112389,0.076914392
SRB,2005,SRB2005,1550.573728,31.77667339
SSD,2005,SSD2005,10566.19773,87.76723205
SUR,2005,SUR2005,3512.221005,412.987577
SVK,2005,SVK2005,27673.85374,324.3095025
SVN,2005,SVN2005,1942.011695,51.27925381
SWE,2005,SWE2005,248560.071,2013.21072
SWZ,2005,SWZ2005,4535.23365,62.30201719
SXM,2005,SXM2005,3.588811762,0.073242882
SYC,2005,SYC2005,0.151844089,0
SYR,2005,SYR2005,791.8076299,334.9304694
TCA,2005,TCA2005,22.25030443,1.001266958
TCD,2005,TCD2005,472.3727029,0.37667534
TGO,2005,TGO2005,2050.686776,3.887896858
THA,2005,THA2005,84259.43747,515.415777
TJK,2005,TJK2005,28.53926539,5.338080348
TKM,2005,TKM2005,30.5327798,8.351326791
TLS,2005,TLS2005,1311.308118,102.7010145
TTO,2005,TTO2005,1228.863956,41.41716081
TUN,2005,TUN2005,633.0349173,89.52070282
TUR,2005,TUR2005,20410.60263,1484.669742
TWN,2005,TWN2005,1522.31502,44.24736277
TZA,2005,TZA2005,91583.71975,310.9261717
UGA,2005,UGA2005,29172.15399,8.609102418
UKR,2005,UKR2005,36558.2626,783.1231019
UMI,2005,UMI2005,84.49769213,0.511658766
URY,2005,URY2005,15946.06277,827.5907317
USA,2005,USA2005,2691531.482,843863.3322
UZB,2005,UZB2005,21.18575016,2.156988279
VCT,2005,VCT2005,16.63506363,0
VEN,2005,VEN2005,94954.38853,5086.242734
VGB,2005,VGB2005,3.727422079,0
VIR,2005,VIR2005,20.30460963,0.146485435
VNM,2005,VNM2005,102213.0851,1483.641145
VUT,2005,VUT2005,254.4832671,47.30427841
XAD,2005,XAD2005,0.38087875,0
XKO,2005,XKO2005,313.5434475,8.161757706
Z01,2005,Z012005,168.3143841,24.67868167
Z06,2005,Z062005,37.33542658,10.81030495
Z07,2005,Z072005,5917.849249,106.8259978
ZAF,2005,ZAF2005,104652.4835,2818.547734
ZMB,2005,ZMB2005,57545.28847,649.5206534
ZNC,2005,ZNC2005,7.308488029,0.629012878
ZWE,2005,ZWE2005,11747.60399,37.09164395
ABW,2006,ABW2006,0.225486961,0
AFG,2006,AFG2006,152.0845359,135.4576086
AGO,2006,AGO2006,76936.01228,214.7961515
AIA,2006,AIA2006,1.317156598,0
ALA,2006,ALA2006,100.1445616,2.218553471
ALB,2006,ALB2006,962.296923,86.68004501
AND,2006,AND2006,6.624548271,0
ARG,2006,ARG2006,316414.0227,15619.12842
ARM,2006,ARM2006,129.7490667,28.73208853
ATG,2006,ATG2006,61.152116,3.525793944
AUS,2006,AUS2006,186304.3136,86711.42121
AUT,2006,AUT2006,12573.87992,51.7032904
AZE,2006,AZE2006,525.2014627,119.9051574
BDI,2006,BDI2006,343.4907783,0
BEL,2006,BEL2006,6916.035134,46.79452171
BEN,2006,BEN2006,1794.42274,1.528065026
BES,2006,BES2006,6.900502289,1.541533562
BFA,2006,BFA2006,4.605961279,0
BGD,2006,BGD2006,6862.823681,79.79432145
BGR,2006,BGR2006,5171.123841,147.4007404
BHS,2006,BHS2006,1015.773944,223.2172967
BIH,2006,BIH2006,535.9688348,14.56282146
BLR,2006,BLR2006,42269.35576,1562.073187
BLZ,2006,BLZ2006,4281.226853,335.1710715
BMU,2006,BMU2006,0.065301982,0
BOL,2006,BOL2006,216345.8096,19072.65668
BRA,2006,BRA2006,2876675.082,195582.0366
BRB,2006,BRB2006,4.122334598,0
BRN,2006,BRN2006,1013.437652,52.98927271
BTN,2006,BTN2006,622.8728831,119.7041477
BWA,2006,BWA2006,40.10784404,0.502230803
CAF,2006,CAF2006,57883.22093,220.3012172
CAN,2006,CAN2006,2406190.157,1278884.708
CHE,2006,CHE2006,2048.797901,10.5718133
CHL,2006,CHL2006,91927.75062,3781.538344
CHN,2006,CHN2006,575281.5783,118617.4326
CIV,2006,CIV2006,97775.13565,123.8002144
CMR,2006,CMR2006,35986.1175,107.9494974
COD,2006,COD2006,453200.6205,2568.484486
COG,2006,COG2006,22154.09151,252.842187
COL,2006,COL2006,189897.9076,9501.691613
COM,2006,COM2006,12.96365993,0.075408562
CPV,2006,CPV2006,12.04849427,2.67858787
CRI,2006,CRI2006,10058.43687,265.0060052
CUB,2006,CUB2006,12305.08782,2555.012957
CUW,2006,CUW2006,3.460681364,0.225768406
CYM,2006,CYM2006,17.95942013,3.053666293
CYP,2006,CYP2006,58.60322574,10.76543785
CZE,2006,CZE2006,8616.8567,14.69835332
DEU,2006,DEU2006,42651.79663,126.4733808
DMA,2006,DMA2006,25.38270162,0.074218045
DNK,2006,DNK2006,5213.87655,29.28067338
DOM,2006,DOM2006,13413.91557,659.1006669
DZA,2006,DZA2006,5413.222162,3201.505977
ECU,2006,ECU2006,35646.21233,2281.582216
EGY,2006,EGY2006,38.12591039,9.99252772
ESP,2006,ESP2006,72718.77486,23094.26037
EST,2006,EST2006,21731.75938,622.8464343
ETH,2006,ETH2006,12075.93886,21.66273131
FIN,2006,FIN2006,182294.9116,4685.266473
FJI,2006,FJI2006,1874.418806,45.28823959
FRA,2006,FRA2006,55049.52962,1222.918781
GAB,2006,GAB2006,19300.68469,185.2846884
GBR,2006,GBR2006,21053.53986,1644.449054
GEO,2006,GEO2006,531.3530526,86.20886377
GGY,2006,GGY2006,0.302504629,0
GHA,2006,GHA2006,27143.3786,32.1412665
GIN,2006,GIN2006,15305.72413,7.206477989
GLP,2006,GLP2006,62.26845623,0.886962002
GMB,2006,GMB2006,6.294415373,0.224711548
GNB,2006,GNB2006,2018.27363,0.603012862
GNQ,2006,GNQ2006,1255.538647,2.536774119
GRC,2006,GRC2006,7346.146969,3349.578529
GRD,2006,GRD2006,31.53202039,0.903125591
GTM,2006,GTM2006,52520.63354,4823.625375
GUF,2006,GUF2006,2534.97069,183.7392097
GUY,2006,GUY2006,5933.693685,435.5669222
HND,2006,HND2006,41630.56309,2324.512951
HRV,2006,HRV2006,2204.144713,93.23563123
HTI,2006,HTI2006,1162.839786,49.03316394
HUN,2006,HUN2006,7990.480258,82.35270009
IDN,2006,IDN2006,1433147.394,99978.89396
IMN,2006,IMN2006,52.48895007,8.905229971
IND,2006,IND2006,61011.71234,1577.574496
IRL,2006,IRL2006,5248.000798,101.4512258
IRN,2006,IRN2006,140.7888508,26.57711239
IRQ,2006,IRQ2006,6.240043598,0.638096786
ISR,2006,ISR2006,132.2276804,86.18718098
ITA,2006,ITA2006,8901.385764,460.0414449
JAM,2006,JAM2006,2797.683668,67.45199461
JEY,2006,JEY2006,0.405375812,0.304005284
JOR,2006,JOR2006,0.783579142,0.783579142
JPN,2006,JPN2006,38974.6485,527.7035584
KAZ,2006,KAZ2006,3142.037634,1139.131532
KEN,2006,KEN2006,20656.13108,140.4851828
KGZ,2006,KGZ2006,110.525488,63.95064165
KHM,2006,KHM2006,80560.2978,2631.027943
KNA,2006,KNA2006,20.4544453,0.294265436
KOR,2006,KOR2006,10149.26503,376.4954855
LAO,2006,LAO2006,122639.8607,407.9892335
LBN,2006,LBN2006,148.8179049,25.43824046
LBR,2006,LBR2006,36221.16657,43.72108344
LBY,2006,LBY2006,16.30246551,3.377878069
LCA,2006,LCA2006,98.11695234,1.344785106
LIE,2006,LIE2006,10.59782266,0
LKA,2006,LKA2006,7730.549734,84.18222688
LSO,2006,LSO2006,2.425620266,0
LTU,2006,LTU2006,17449.68357,171.9209424
